100 0.327200
200 0.493500
300 0.587700
400 0.675300
500 0.733400
600 0.750200
700 0.783900
800 0.798900
900 0.827000
1000 0.834100
1100 0.840400
1200 0.829800
1300 0.858500
1400 0.858300
1500 0.869000
1600 0.861900
1700 0.874500
1800 0.878100
1900 0.882600
2000 0.873300
2100 0.873700
2200 0.873100
2300 0.877900
2400 0.888400
2500 0.887800
2600 0.893600
2700 0.887700
2800 0.895900
2900 0.896500
3000 0.896700
3100 0.901900
3200 0.891600
3300 0.901500
3400 0.902600
3500 0.902200
3600 0.903100
3700 0.900400
3800 0.906500
3900 0.908900
4000 0.906800
4100 0.904400
4200 0.907400
4300 0.906700
4400 0.908700
4500 0.911500
4600 0.912800
4700 0.906700
4800 0.912700
4900 0.908500
5000 0.909700
5100 0.913800
5200 0.911400
5300 0.912800
5400 0.915100
5500 0.912100
5600 0.913700
5700 0.915100
5800 0.915400
5900 0.915800
6000 0.915500
6100 0.917500
6200 0.917800
6300 0.918800
6400 0.919100
6500 0.918500
6600 0.920600
6700 0.917500
6800 0.919100
6900 0.920200
7000 0.922600
7100 0.924000
7200 0.924600
7300 0.921900
7400 0.924300
7500 0.921900
7600 0.923000
7700 0.913000
7800 0.922200
7900 0.920300
8000 0.924600
8100 0.925100
8200 0.925600
8300 0.924100
8400 0.926400
8500 0.923900
8600 0.925600
8700 0.927100
8800 0.925600
8900 0.928900
9000 0.925000
9100 0.926700
9200 0.924900
9300 0.924000
9400 0.927600
9500 0.929600
9600 0.924500
9700 0.928700
9800 0.927900
9900 0.930400
10000 0.930700
10100 0.933600
10200 0.929800
10300 0.931200
10400 0.927900
10500 0.929600
10600 0.930900
10700 0.929400
10800 0.928900
10900 0.932600
11000 0.930400
11100 0.931200
11200 0.930400
11300 0.931900
11400 0.931400
11500 0.932400
11600 0.927500
11700 0.930100
11800 0.931700
11900 0.932400
12000 0.932500
12100 0.931000
12200 0.933000
12300 0.933200
12400 0.932200
12500 0.933200
12600 0.932200
12700 0.932800
12800 0.933700
12900 0.933700
13000 0.934000
13100 0.931600
13200 0.936600
13300 0.931500
13400 0.934800
13500 0.935000
13600 0.935000
13700 0.936200
13800 0.938100
13900 0.936800
14000 0.937700
14100 0.938700
14200 0.935700
14300 0.936200
14400 0.937100
14500 0.935300
14600 0.938400
14700 0.937700
14800 0.933700
14900 0.937600
15000 0.939200
15100 0.937900
15200 0.935900
15300 0.936900
15400 0.935900
15500 0.936500
15600 0.930500
15700 0.936800
15800 0.937200
15900 0.939200
16000 0.934800
16100 0.939100
16200 0.937300
16300 0.936900
16400 0.936800
16500 0.940700
16600 0.939100
16700 0.941400
16800 0.937000
16900 0.940400
17000 0.939100
17100 0.939700
17200 0.939400
17300 0.939300
17400 0.940700
17500 0.940400
17600 0.938400
17700 0.937600
17800 0.940200
17900 0.937100
18000 0.941300
18100 0.941500
18200 0.940600
18300 0.941500
18400 0.940900
18500 0.938800
18600 0.940000
18700 0.942500
18800 0.944600
18900 0.941700
19000 0.943100
19100 0.943000
19200 0.941800
19300 0.944100
19400 0.942000
19500 0.942800
19600 0.943900
19700 0.941800
19800 0.943600
19900 0.940300
20000 0.940700
20100 0.944500
20200 0.940900
20300 0.943900
20400 0.943500
20500 0.944900
20600 0.944400
20700 0.941200
20800 0.939600
20900 0.941300
21000 0.943900
21100 0.944100
21200 0.942700
21300 0.943400
21400 0.946100
21500 0.944600
21600 0.946100
21700 0.942500
21800 0.944800
21900 0.944000
22000 0.943200
22100 0.943400
22200 0.944000
22300 0.945000
22400 0.944400
22500 0.944400
22600 0.945500
22700 0.944900
22800 0.945300
22900 0.942200
23000 0.942900
23100 0.944500
23200 0.944000
23300 0.941800
23400 0.946100
23500 0.947800
23600 0.945700
23700 0.944400
23800 0.946000
23900 0.945800
24000 0.945100
24100 0.945400
24200 0.945500
24300 0.944900
24400 0.947300
24500 0.947200
24600 0.942800
24700 0.942900
24800 0.943000
24900 0.947500
25000 0.945100
25100 0.945000
25200 0.946200
25300 0.946800
25400 0.947300
25500 0.946400
25600 0.946900
25700 0.944800
25800 0.944300
25900 0.945300
26000 0.947900
26100 0.946500
26200 0.946300
26300 0.948600
26400 0.946300
26500 0.947300
26600 0.946200
26700 0.947400
26800 0.945500
26900 0.945100
27000 0.945400
27100 0.947500
27200 0.947500
27300 0.950400
27400 0.948500
27500 0.947100
27600 0.945700
27700 0.947400
27800 0.947700
27900 0.946700
28000 0.948800
28100 0.947800
28200 0.948000
28300 0.949000
28400 0.950400
28500 0.948900
28600 0.949800
28700 0.949100
28800 0.951000
28900 0.948200
29000 0.949900
29100 0.949600
29200 0.950000
29300 0.948900
29400 0.946400
29500 0.947100
29600 0.947500
29700 0.949100
29800 0.948100
29900 0.950800
30000 0.947600
30100 0.948400
30200 0.948100
30300 0.950300
30400 0.949900
30500 0.947700
30600 0.946900
30700 0.949100
30800 0.951200
30900 0.950800
31000 0.950200
31100 0.950700
31200 0.950200
31300 0.951500
31400 0.951700
31500 0.949600
31600 0.949800
31700 0.951100
31800 0.950400
31900 0.949800
32000 0.951400
32100 0.949400
32200 0.949500
32300 0.949900
32400 0.952400
32500 0.949500
32600 0.950900
32700 0.950500
32800 0.951900
32900 0.950300
33000 0.949300
33100 0.950100
33200 0.950100
33300 0.952400
33400 0.950600
33500 0.951100
