100 0.114400
200 0.157900
300 0.109700
400 0.145000
500 0.119000
600 0.109100
700 0.102300
800 0.137700
900 0.146500
1000 0.166500
1100 0.160100
1200 0.191600
1300 0.204300
1400 0.221200
1500 0.177800
1600 0.230100
1700 0.184700
1800 0.224600
1900 0.181700
2000 0.262300
2100 0.261200
2200 0.226400
2300 0.241500
2400 0.221200
2500 0.190300
2600 0.250700
2700 0.295500
2800 0.269300
2900 0.242400
3000 0.275300
3100 0.247400
3200 0.289100
3300 0.291000
3400 0.290000
3500 0.270600
3600 0.206300
3700 0.272900
3800 0.211200
3900 0.249500
4000 0.259400
4100 0.274300
4200 0.238400
4300 0.277800
4400 0.270400
4500 0.289500
4600 0.266200
4700 0.309100
4800 0.266800
4900 0.293800
5000 0.243400
5100 0.284600
5200 0.295700
5300 0.310600
5400 0.306600
5500 0.266700
5600 0.262100
5700 0.302700
5800 0.318000
5900 0.298300
6000 0.302500
6100 0.312400
6200 0.287800
6300 0.328000
6400 0.267000
6500 0.274500
6600 0.333600
6700 0.287100
6800 0.298200
6900 0.319500
7000 0.328000
7100 0.317200
7200 0.324500
7300 0.292400
7400 0.309200
7500 0.308700
7600 0.345900
7700 0.294900
7800 0.320700
7900 0.316400
8000 0.340300
8100 0.321000
8200 0.321400
8300 0.272600
8400 0.328100
8500 0.316900
8600 0.312400
8700 0.326800
8800 0.342900
8900 0.349300
9000 0.306500
9100 0.326300
9200 0.305200
9300 0.330300
9400 0.315000
9500 0.303900
9600 0.323300
9700 0.314300
9800 0.234200
9900 0.301800
10000 0.288300
10100 0.336900
10200 0.338500
10300 0.273100
10400 0.322500
10500 0.349800
10600 0.322000
10700 0.319800
10800 0.346800
10900 0.326200
11000 0.283900
11100 0.346900
11200 0.317100
11300 0.312900
11400 0.330800
11500 0.309800
11600 0.344600
11700 0.324300
11800 0.319200
11900 0.314000
12000 0.354200
12100 0.260600
12200 0.321300
12300 0.300100
12400 0.366800
12500 0.338400
12600 0.299800
12700 0.314900
12800 0.319900
12900 0.326000
13000 0.344400
13100 0.348600
13200 0.326200
13300 0.339800
13400 0.339600
13500 0.330300
13600 0.355300
13700 0.333600
13800 0.342600
13900 0.328800
14000 0.341300
14100 0.357100
14200 0.331800
14300 0.304700
14400 0.345400
14500 0.350700
14600 0.312500
14700 0.342100
14800 0.333100
14900 0.302800
15000 0.364300
15100 0.355800
15200 0.308700
15300 0.303600
15400 0.355100
15500 0.365400
15600 0.349800
15700 0.308000
15800 0.348800
15900 0.341100
16000 0.356300
16100 0.341300
16200 0.351300
16300 0.327100
16400 0.348900
16500 0.379800
16600 0.336000
16700 0.308100
16800 0.343200
16900 0.333400
17000 0.355900
17100 0.362600
17200 0.336200
17300 0.358600
17400 0.362500
17500 0.361600
